Topic,Count,Name,Representation,Representative_Docs
393,84,393_gwp_gases_warming potential_global warming,"['gwp', 'gases', 'warming potential', 'global warming', 'warming', 'hfcs', 'methane nitrous', 'carbon dioxide', 'dioxide', 'nitrous oxide', 'nitrous', 'pfcs', 'potential gwp', 'greenhouse gases', 'sixth assessment']","['The following greenhouse gases are included in the analysis: carbon dioxide (CO2), methane (CH4), nitrous oxide (N2O), sulphur hexafluoride (SF6), nitrogen trifluoride (NF3), hydrofluorocarbons (HFCs), and perfluorocarbons (PFCs).', '- The following greenhouse gases are covered: carbon dioxide (CO2); methane (CH4); nitrous oxide (N2O); sulfur hexafluoride (SF6); nitrogen trifluoride (NF3); hydrofluorocarbons (HFCs); perfluorocarbons (PFCs).', 'In our GHG accounting, we account for all greenhouse gases in accordance with the “Kyoto Protocol.” This includes carbon dioxide (CO2), methane (CH4), nitrous oxide (N2O), sulfur hexafluoride (SF6), perfluorocarbons (PFCs), and hydrofluorocarbons (HFCs).']"
394,84,394_ngfs_greening financial_network greening_scenarios,"['ngfs', 'greening financial', 'network greening', 'scenarios', 'greening', 'financial system', 'scenario', 'ngfs scenarios', 'current policies', 'climate scenarios', 'network', 'iea', 'transition', 'ipcc', 'net zero']","['In\xa02022, AXA Group changed the climate scenarios used in this metric, by adopting the five available Network for Greening the Financial System (NGFS) scenarios from +1.5°C to +3°C by 2100. The NGFS scenarios are recognized by central banks and supervisors, making them a credible reference in the field.', 'These scenarios are derived from the Network for Greening the Financial System (NGFS) research. The NGFS scenarios are recognized by central banks and supervisors, making them a credible reference in the field. A selection of five NGFS scenarios has been made to cover a spectrum of temperature increases ranging from +1.5°C to +3°C by 2100. These NGFS scenarios also consider two distinct approaches to transitioning to a lower‑carbon economy: an orderly transition and a disorderly transition.', 'Transition risks were also assessed using scenarios from Network for \xadGreening the Financial System (NGFS), e.g. NiGEM NGFS v1.23.2 [GCAM 6.0 NGFS].']"
395,83,395_sanctions_export_export controls_trade compliance,"['sanctions', 'export', 'export controls', 'trade compliance', 'trade', 'economic sanctions', 'sanctions export', 'export control', 'russia', 'international sanctions', 'imposed', 'controls', 'sanction', 'restrictions', 'embargoes']","['c. Economic sanctions and export control Saint-Gobain has put in place a program for compliance with rules on economic sanctions and export controls. It is based on:', 'Trade Compliance\xa0– Export Control and Sanctions Compliance In its central Trade Compliance department, MercedesBenz Group AG has brought together the Center of Competence for Export Control and Sanctions Compliance. The aim is to ensure that applicable export restrictions and economic and financial sanctions related to people and goods are complied with in a dynamic environment. In doing so, it takes into account both applicable supranational sanctions lists and embargoes, such as those of the UN or the EU, as well as national sanctions lists. Business with persons, companies and organizations on sanctions lists is prohibited.', 'Trade restrictions To provide people worldwide with access to lifesaving medicine and medical equipment, Fresenius also supplies products to countries that are subject to trade restrictions. However, such deliveries have been exempted from the relevant sanctions and Fresenius expects the scope of the exemption to remain unchanged. It is particularly important to us to comply with all currently applicable legal provisions, e.\u2006g., with regard to sanctions or export controls. To this end, we have introduced various measures in the business segments concerned, such as special IT system checks for deliveries that are subject to import or export restrictions. In our corporate and business segments we have dedicated experts for trade compliance and a trade compliance program in pla\xad ce. Regular exchange calls among experts and with the management are held to ensure up-to-date knowledge on trade and economic sanctions. There are also centralized monitoring programs at Fresenius for certain countries subject to applicable sanction programs. The trade compliance program will be continuously updated to reflect the latest sanctions regulations. We aim to ensure that we can comply with all applicable sanctions and requirements for export controls, even in the event of short-term changes in legislation, such as experienced in 2022. We have no evidence that Fresenius has not complied with applicable sanctions and export control requirements.']"
396,83,396_constantia_constantia flexibles_flexibles_packaging,"['constantia', 'constantia flexibles', 'flexibles', 'packaging', 'flexible', 'recyclable', 'controlled investments', 'performance controlled', 'esg performance', 'recyclability', 'indian', 'asi', 'controlled', 'services since', 'recycling']","['ESG performance of controlled investments — Constantia Flexibles Constantia Flexibles ESG roadmap 4.2.2.2 Theme Targets KPIs Unit Change Trend Environment Climate Change:', 'Risks related to Constantia Flexibles’ purchasing Constantia Flexibles has identified the risks related to its tier\xa01 suppliers for the scope of each purchase category, in several stages.', 'Constantia Flexibles committed that 100% of its packaging solutions would be designed for recycling by 2025. In 2022, 85% of the Constantia Flexibles product offering was either designed for recycling or had a recyclable alternative.']"
397,83,397_ccs_capture_storage_carbon capture,"['ccs', 'capture', 'storage', 'carbon capture', 'capture storage', 'ccus', 'geological', 'captured', 'storage ccs', 'carbon', 'underground', 'project', 'subsurface', 'underground permanent', 'ccu']","['Carbon capture and storage (CCS) We believe CCS is crucial for achieving carbon neutrality. An ad hoc CCS framework is needed to create a CCS market, so that CCS solutions become more competitive and viable compared to conventional production.', 'Carbon capture and storage Carbon capture and storage (CCS) is the process of capturing CO2 emissions from point sources, such as power generation facilities or other industrial sources, and storing the CO2 permanently in geological formations. CCS is viewed by the International Energy Agency (IEA) as a critical lever for decarbonisation of hard-to-abate emissions.', 'Production based on natural gas and carbon capture and storage (CCS)\u200b Technologies, such as autothermal reforming, combined with CCS can reduce the produced CO2 emissions by up to 95%.']"
398,82,398_shortages_supply_components_prices,"['shortages', 'supply', 'components', 'prices', 'lead times', 'interruptions', 'components products', 'lead', 'costs', 'could', 'demand', 'bottlenecks', 'semiconductors', 'disruptions', 'raw materials']","['Lead times for materials, components, and products ordered by us or by our contract manufacturers can vary significantly and depend on factors such as contract terms, demand for a component, our ability to forecast product demand, and supplier capacity. From time to time, we have experienced component shortages and extended lead times on semiconductors, such as micro-controllers and optical sensors, and base metals used in our products.', 'Materials We purchase certain products and key components used in our products from a limited number of sources. If the supply of these products or key components, such as micro-controllers and optical sensors, were to be delayed or constrained, or more recently, impacted by global shortages of semiconductor chips, or if one or more of our single-source suppliers go out of business, we might be unable to find a new supplier on acceptable terms, or at all, and our shipments to our customers could be delayed, potentially resulting in lost revenue, market presence and market share. In addition, lead times for materials, components, and products ordered by us or by our contract manufacturers can vary significantly and depend on factors such as contract terms, demand for a component, our ability to forecast product demand, and supplier capacity. From time to time, we have experienced component shortages and extended lead times on semiconductors, such as micro-controllers and optical sensors, and base metals used in our products. Shortages or interruptions in the supply of components or subcontracted products, or our inability to procure these components or products from alternate sources at acceptable prices in a timely manner, could delay shipment of our products or increase our production costs.', 'Lead times for materials, components and products ordered by us or by our contract manufacturers can vary significantly and depend on factors such as contract terms, demand for a component, and supplier capacity. From time to time, we have experienced component shortages and extended lead times on semiconductors, such as microcontrollers and optical sensors, and base metals used in our products. Shortages or interruptions in the supply of components or subcontracted products, or our inability to procure these components or products from alternate sources at acceptable prices in a timely manner, could delay shipment of our products or increase our production costs, which could adversely affect our business and operating results.']"
399,82,399_abn_amro_abn amro_client,"['abn', 'amro', 'abn amro', 'client', 'abn amros', 'amros', 'bank', 'abnamro', 'client integrity', 'clients', 'fraud', 'dutch', 'banks', 'integrity', 'ifa']","['(collectively), or by employees (as a group or individually) lead to detrimental or poor outcomes for clients, employees, society and/or ABN AMRO, and/or; ABN AMRO fails to maintain high standards of market behaviour and integrity, and/or; ABN AMRO fails to maintain the high expectations of clients, society and other stakeholders with regard to the integrity of our business.', 'Although ABN AMRO works with external agencies active in the fields of public affairs and advocacy, this cooperation is limited to intelligence gathering regarding political and legislative developments. Apart from its 3.3 FTE in-house lobbyists, ABN AMRO does not employ any external lobbyists.', 'will ultimately be handled by ABN AMRO. Moreover, ABN AMRO’s Whistleblower Policy protects clients as well as third parties against retaliation, ensuring they can raise concerns without fear of adverse consequences. It is worth noting that the Complaints channel mentioned in the ABN AMRO Grievance Mechanism is separate from the whistleblowing channel.']"
400,82,400_prysmian_prysmians_prysmian committed_prysmian aims,"['prysmian', 'prysmians', 'prysmian committed', 'prysmian aims', 'context prysmian', 'years prysmian', 'recycled materials', 'constant', 'customers', 'copper', 'centers', 'customer', 'supplier selection', 'recycled', 'satisfaction']","['Prysmian is committed to reducing the negative impact on the environment during its manufacturing and installation activities and acts directly on the design and configuration of its products and solutions, helping to facilitate decarbonization along its value chain. Prysmian holds a leadership role in its supply chain by promoting virtuous practices with all its partners.', 'Prysmian is committed to reducing the negative impact on the environment during its manufacturing and installation activities and acts directly on the design and configuration of its products and solutions, helping to facilitate decarbonization along its value chain. Prysmian holds a leadership role in its supply chain by promoting virtuous practices with all its partners.', 'In a broader context, Prysmian intends to become an industry leader in the use of recycled materials and the design of products that can be recycled more easily. For this purpose, greater care is dedicated to supplier selection, both up- and downstream of the value chain. On the one hand, this has resulted in increased purchases of recycled materials and, on the other, in the activation of business relationships with waste managers who share Prysmian’s vision in terms of sustainability and circularity.']"
401,82,401_tgs_seismic_marine_wind,"['tgs', 'seismic', 'marine', 'wind', 'offshore', 'multiclient', 'debris', 'offshore wind', 'vessels', 'geophysical', 'ocean', 'marine environment', 'acquisition', 'lidar', 'surveys']","['2. Marine and onshore field operations6 TGS tracks GHG emissions generated through its field operations, the majority of which emanate from marine seismic vessels. These GHG emissions are classified as either Scope 1 (fuel-based mobile combustion) or Scope 3 emissions (purchased goods and services). TGS proprietary geophysical operational GHG emissions are classified as Scope 1 because the vessels are leased directly to TGS through long-term charter agreements. All other onshore and marine geophysical operations are classified under Scope 3 because they are acquired by geophysical contractors that specialize in, and own, the equipment and personnel necessary for land and marine geophysical operations. Tracking, reporting, and developing a strategy to reduce and/or offset these GHG emissions is a critical part of both the TGS sustainability strategy and the industry’s. As the largest nodal data acquisition company and buyer of seismic acquisition capacity, TGS has a unique opportunity to influence and contribute to ongoing industry efforts to standardize GHG emission tracking and reporting worldwide, but our strategy requires coordination with our suppliers and contractors who either lease, own, or operate the vessels, equipment and field crews.', '3. Sustainable Seas Initiative TGS supports EnerGeo’s Sustainable Seas Initiative, which is a marine debris removal and reporting initiative. In 2023, over eight metric tons (just under 18,000 pounds) of debris were removed from the marine environment through TGS marine geophysical surveys. This initiative is an industry-wide effort to remove and collect ocean debris and fishing gear while conducting marine seismic surveys, with the goal of creating and promoting a healthier marine environment and ecosystem. This debris is removed from the marine environment to reduce the harm it presents to ocean life, such as turtles, birds, mammals or fish. Since 2021, TGS has required all vessels on TGS projects to report their marine debris removal efforts to EnerGeo and TGS, on a project-by-project basis, resulting in a total of 17 metric tons (~37,400 pounds) of marine debris and pollution recovered since then.', 'This initiative is an industry-wide effort to remove and collect ocean debris and fishing gear discarded by others that our vessels come across when conducting marine seismic surveys. This debris is removed from the marine environment to reduce the harm it presents to ocean life, such as turtles, birds, mammals or fish with the goal of creating and promoting a healthier marine environment and ecosystem. Since 2021, TGS has required all vessels on TGS projects to report their marine debris removal efforts to EnerGeo and TGS, on a project-by-project basis.']"
402,81,402_leave_parental leave_parental_employees returned,"['leave', 'parental leave', 'parental', 'employees returned', 'employees took', 'returned work', 'familyrelated', 'returned', 'leave employees', 'familyrelated leave', 'return work', 'took', 'took parental', 'entitled', 'retention rate']","['Parental leave GRI 401-3 Total number of employees who were entitled to parental leave 17,531 9,880 27,411 17,803 9,974 27,777 Total number of employees who took parental leave Total number of employees who returned to work during the period subject to this report after concluding their parental leave Total number of employees who returned to work after concluding their parental leave and who were still employed by Telefónica 12 months after returning to work Rate of return to work by employees who take parental leave 99% 98% 99% 99% 99% 99% Rate of retention for employees who took parental leave in the last 12 months 92% 90% 91% 94% 94% 94% The data for this indicator are based on the number of employees included within the scope for Spain. Nonetheless, it is important to clarify that all employees of the Group (regardless of where they perform their role) are entitled to parental leave, whether under the legislation of the country or the local collective bargaining agreement. We are working to obtain and report these data globally in future financial years. We are already monitoring the number of employees availing themselves of maternity and paternity leave through our internal systems.', 'Employees entitled to parental leave 99,576 31,518 131,094 Employees who took parental leave 6,462 1,156 7,618 Employees who returned from parental leave 2,849 1,084 3,933 Employees who returned from parental leave and remained in the Group 12 months after their return 2,674 3,639 Return to work rate (ii) 44.1% 93.8% 51.6% Rate of employees still on parental leave (iii) 42.4% 4.7% 36.7% Retention rate (iv) 88.3% 77.9% 85.3% (i) In relation to 2021, we improved the methodology for calculating this indicator to include all employees who took at least one day of parental leave in the reporting period and not only those who started their leave in that period, as was previously the case.', 'Employees entitled to parental leave 101,960 32,340 134,300 Employees who took parental leave 5,179 1,155 6,334 Employees who returned from parental leave 2,864 1,046 3,910 Employees who returned from parental leave and remained in the Group 12 months after their return 2,477 3,321 Return to work rate (i) 55.3% 90.6% 61.7% Rate of employees still on parental leave (ii) 30.9% 8.3% 26.8% Retention rate (iii) 86.9% 77.9% 84.4%']"
403,80,403_hesq_hesq policy_yara_hesq management,"['hesq', 'hesq policy', 'yara', 'hesq management', 'yaras', 'zero harm', 'feed safety', 'management iso', 'security quality', 'safety', 'quality hesq', 'feed', 'management system', 'iso', 'product stewardship']","['HESQ Policy Yara published a revised Health, Environment, Safety, Security and Quality (HESQ) Policy in January 2022 in alignment with the nature-positive ambition. Through the HESQ Policy we commit to excellent HESQ per\xad formance, thus safeguarding our license to operate. The policy outlines Yara’s direction and provides a framework for HESQ objectives and targets and is complemented by a com\xad prehensive suite of procedures and guidelines governing our work to protect people and the planet. The HESQ Policy applies to all employ\xad ees and contractors and all activities. It has been adopted by the Group Executive Board, is communicated internally via the Yara Steering System and is publicly available at our website.', 'Policy and commitments Yara’s HESQ policy outlines our direction and intentions for HESQ performance and gov\xad ernance and provides a framework for HESQ objectives and targets, see page 98.', 'Health and safety Policies Yara has Zero Harm to people and planet and safeguarding prosperity as the overar\xad ching company HESQ ambition. Process safety is an integral part of the HESQ Policy, page 98, and HESQ management system.']"
404,79,404_deferred tax_deferred_tax_tax assets,"['deferred tax', 'deferred', 'tax', 'tax assets', 'deferred taxes', 'temporary differences', 'tax loss', 'taxable', 'forwards', 'differences', 'taxes', 'losses', 'relating tax', 'recognized', 'liability']","['As of December 31, 2023, a net deferred tax asset amounting to €698 million is recognized in the consolidated balance sheet for the Group. The amount comprises €707 million of deferred tax assets relating to tax loss carryforwards for the French tax consolidation group as presented in Note 13.4 to the consolidated financial statements. These deferred tax assets are recognized based on their likelihood of recovery pursuant to the medium-term budgets and plans prepared by the Group, as well as the reversal of taxable temporary differences available.', 'a) the reversal of deferred tax liabilities coming from taxable temporary differences in the same tax jurisdiction, against which deferred tax assets related to tax loss carryforwards could be offset; b) the French tax consolidation group’s ability to generate future taxable profits in order to use prior-year tax losses recognized as deferred tax assets.', 'The existing deferred tax liabilities in the same tax jurisdiction, against which deferred tax assets related to tax loss carryforwards could be offset. and the French tax consolidation group’s ability to generate future taxable profits in order to use prior-year tax losses recognized as deferred tax assets.']"
405,79,405_installation maintenance_maintenance repair_installation_repair,"['installation maintenance', 'maintenance repair', 'installation', 'repair', 'maintenance', 'buildings', 'buildings installation', 'repair energy', 'performance buildings', 'devices measuring', 'controlling energy', 'efficiency equipment', 'repair instruments', 'instruments devices', 'energy technologies']","['6.5 Transport by motorbikes, passenger cars and light commercial vehicles; 7.3 Installation, maintenance and repair of energy efficiency equipment; 7.4 Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings); 7.5 Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings; 8.1 Data processing, hosting and related activities.', '• 7.3: Installation, maintenance and repair of energy efficiency equipment; • 7.4: Installation, maintenance and repair of charging stations for EVs in buildings (and parking spaces attached to buildings)(3); • 7.5: Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings; and • 7.6: Installation, maintenance and repair of renewable energy technologies.', 'In\xa0\xadaddition, we complete a large number of projects in existing properties every year. These projects include the 7.3. Installation, maintenance and repair of energy efficiency equipment, 7.5 Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings, 7.4 Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings), 7.6 Installation, maintenance and repair of renewable energy technologies.']"
406,79,406_noncompliance_incidents noncompliance_fines_voluntary codes,"['noncompliance', 'incidents noncompliance', 'fines', 'voluntary codes', 'concerning', 'noncompliance regulations', 'noncompliance laws', 'regulations voluntary', 'penalties', 'incidents', 'laws regulations', 'concerning product', 'significant fines', 'impacts products', 'regulations']","['MDR-M – Metrics :Incidents of noncompliance In 2024, there were no fines, penalties, or warnings resulting from incidents of noncompliance with regulations or voluntary codes concerning product and service information and labeling.', 'Incidents of noncompliance Product and service information and labeling In 2022, there were no fines, penalties, or warnings resulting from incidents of noncompliance with regulations or voluntary codes concerning the product and service information and labeling.', ':Incidents of noncompliance In 2023, there were no fines, penalties, or warnings resulting from incidents of noncompliance with regulations or voluntary codes concerning product and service information and labeling.']"
407,79,407_refurbishment operation_construction refurbishment_gaseous_using fossil,"['refurbishment operation', 'construction refurbishment', 'gaseous', 'using fossil', 'fossil gaseous', 'operation heat', 'exposures construction', 'gaseous fuels', 'generation facilities', 'heatcool', 'heat generation', 'produce heatcool', 'refurbishment', 'heatcool using', 'carries funds']","['YES The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels.', 'Yes The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels.', 'Yes The undertaking carries out, funds or has exposures to construction, refurbishment and operation of heat generation facilities that produce heat/cool using fossil gaseous fuels.']"
408,78,408_process safety_safety_process_neste,"['process safety', 'safety', 'process', 'neste', 'safety incidents', 'safety management', 'incidents', 'stora', 'psm', 'good safety', 'safe', 'safety week', 'catastrophic', 'safety performance', 'incidents medium']","['Strong focus on process safety We continued our systematic work to develop process safety. We developed a UPM-wide standard for process safety and a training concept for UPMers. Process safety risk assessments were incorporated into the investment process, and the key elements of process safety were also integrated into loss prevention surveys that are conducted in our mills by an external partner.', 'Strong focus on process safety We continued our systematic work to develop process safety. We implemented a UPM-wide process safety standard that sets minimum requirements for process safety in operations, projects and functions. We developed global process safety e-learning training to increase awareness throughout our organisation.', 'In 2024, we transitioned from our dedicated Process Safety Management (PSM) improvement project and progressed towards embedding process safety standards. We launched our three-year process safety strategy and plans to achieve leading standards in process safety.']"
409,78,409_disclose metrics_metrics_metrics used_assess climaterelated,"['disclose metrics', 'metrics', 'metrics used', 'assess climaterelated', 'line strategy', 'opportunities line', 'disclose', 'strategy risk', 'metrics targets', 'targets disclose', 'climaterelated risks', 'management process', 'organisation assess', 'used organisation', 'climaterelated']","['Metrics and Targets Disclose the metrics used by the organization to assess climaterelated risks and opportunities in line with its strategy and risk management process.', 'Metrics & Targets Disclose the metrics used by the organization to assess climaterelated risks and opportunities in line with its strategy and risk management process.', 'Metrics and targets Disclose the metrics used by the organisation to assess climaterelated risks and opportunities in line with its strategy and risk management process.']"
410,78,410_tsr_vesting_percentile_shareholder return,"['tsr', 'vesting', 'percentile', 'shareholder return', 'ranking', 'sanofi', 'return tsr', 'relative', 'return', 'rank', 'shareholder', 'outturn', 'dividends', 'relative performance', 'threshold performance']","['– if Sanofi’s TSR is below M, the TSR allocation rate will be 0%, – if Sanofi’s TSR is M, the TSR allocation rate will be 50%, – if Sanofi’s TSR is equal to the intermediate level, the TSR allocation rate will be 100%, – if Sanofi’s TSR is ≥ H, the TSR allocation rate will be 150%, and – if Sanofi’s TSR is above M but below H, the TSR allocation rate will be calculated using linear interpolation; with effect from the 2022 awards, for the plan applicable to members of the Executive Committee, the mechanism of the TSR\xa0criterion was modified as follows:', ""b. Relative performance of Banco Santander's total shareholder return (TSR) in 2023-2025 in respect of the weighted TSR of a peer group comprising 9 credit institutions, with the appropriate TSR ratio based on the group’s TSR among its peers."", ""b. Relative performance of Banco Santander's total shareholder return (TSR) in 2024-2026 in respect of the weighted TSR of a peer group comprising 9 credit institutions, with the appropriate TSR ratio based on the group’s TSR among its peers.""]"
411,78,411_appetite_risk appetite_appetite framework_appetite risk,"['appetite', 'risk appetite', 'appetite framework', 'appetite risk', 'ras', 'risk', 'limits', 'risk tolerance', 'risk limits', 'attitude', 'accept', 'tolerance', 'willing', 'strategic objectives', 'pursuit']","['Risk appetite and structure of limits Risk appetite is the aggregate level and types of risk we deem prudent for our business strategy, even in unforeseen circumstances. In Grupo Santander, these principles influence risk appetite:', ""• Risk appetite is part of the board's duties. It prepares the risk appetite statement (RAS) for the whole Group every year. In a cascading down process, each subsidiary's board also sets its own risk appetite."", ""• Risk appetite is part of the board's duties. It prepares the risk appetite statement (RAS) for the whole Group every year. In a cascading down process, each subsidiary's board also sets its own risk appetite.""]"
412,78,412_heidelberg materials_heidelberg_materials_materials committed,"['heidelberg materials', 'heidelberg', 'materials', 'materials committed', 'policy human', 'rights', 'human rights', 'rights compliance', 'human', 'occupational', 'compliance management', 'materials directly', 'occupational safety', 'directly indirectly', 'policy extends']","['Heidelberg Materials rejects all forms of child labour and forced labour, as well as all forms of modern slavery and human trafficking. This commitment, which is contained in our Policy Statement on Human Rights and our Code of Business Conduct, underlines Heidelberg Materials’ dedication to respecting human rights in all business lines and along the entire value chain. The Policy Statement is based on the Universal Declaration of Human Rights and the UN Guiding Principles on Business and Human Rights, which serve as the basis for our business activity. Our membership in the UN Global Compact further under\xadlines our commitment.', 'Actions With regard to working conditions, equal treatment and opportunities for all, and other work-related rights and the associated impacts on its own employees, Heidelberg Materials has established measures in its own operations and – with regard to occupational health and safety – also in the upstream and downstream value chain. Heidelberg Materials intends to continue the measures described below permanently and develop them further as necessary. By means of these measures, including the creation of fair working conditions, training and skills development for our employees, work-life balance, the promotion of diversity, increasing the proportion of women in management positions, and providing training related to human rights and the company’s Heidelberg Materials 2024 166 Non-financial statement\u2003 |\u2003 Social\u2003 |\u2003 Own workforce', 'The principles and processes defined in the policy for Heidelberg Materials set an internal standard for handling compliance incidents that is aligned with the legal provisions of the German Whistle-Blower Protection Act (Hinweisgeberschutzgesetz, HinSchG) and the German Supply Chain Due Diligence Act (Lieferkettensorgfaltspflichtengesetz, LkSG), which are both directly applicable to Heidelberg Materials AG. Other standards to which Heidelberg Materials commits in its Code of Business Conduct may, if necessary, also play a role in investigations.']"
413,78,413_assurance_assurance engagement_conclusion_limited assurance,"['assurance', 'assurance engagement', 'conclusion', 'limited assurance', 'assurance conclusion', 'work responsibility', 'appointed independent', 'limited', 'independent third', 'responsibility', 'auditor appointed', 'expressing', 'statutory auditor', 'reasonable assurance', 'assurance procedures']","['RESPONSIBILITY OF THE STATUTORY AUDITOR, APPOINTED AS INDEPENDENT THIRD PARTY Based on our work, our responsibility is to provide a report expressing a limited assurance conclusion on:', 'Responsibility of the Statutory Auditor, appointed as independent third party Based on our work, our responsibility is to provide a report expressing a limited assurance conclusion on:', 'Responsibility of the Statutory Auditor, appointed as independent third party Based on our work, our responsibility is to provide a report expressing a limited assurance conclusion on:']"
414,78,414_ergs_employee resource_resource groups_erg,"['ergs', 'employee resource', 'resource groups', 'erg', 'groups ergs', 'resource', 'employee', 'employeeled', 'womens', 'lgbtqia', 'groups', 'pride', 'network', 'belonging', 'black']","['─ ‘Employee Resource Groups’ (‘ERGs’): Throughout the company, we continue to support and grow our ERGs. These are employee-led networks that give employees with differing backgrounds and perspectives communities of belonging and togetherness. We have more than 30 ERGs around the globe, as well as Diversity Ambassador teams that focus on diversity dimensions, such as ethnicity, gender, LGBTQ+, experienced generation, faith, disability, and mental health. Participation in these groups is voluntary and inclusive to all employees. In 2022, an ERG task force was formed to create a new operating model, structure, and guideline to reward, recognize, and develop contributing employees.', 'Employee Resource Groups (ERGs) We continued supporting and expanding our ERGs throughout the company by developing a new ERG framework and operating model. It provides governance, oversight, recognition, and upskilling for our ERG members. ERGs are employee-led networks that give employees with differing backgrounds and perspectives communities of belonging and togetherness. We have over 30 ERGs worldwide, as well as diversity ambassador teams focused on diversity dimensions such as ethnicity, gender, LGBTQIA+, experienced generation, faith, disability, and mental health. Participation in these groups is voluntary and inclusive to all employees.', 'Our employee resource groups Bringing together the shared identities, values and interests of our colleagues allows us to build an inclusive culture across the organisation and our volunteer-led employee resource groups (’ERGs’) enable this. Our ERGs provide insight on key societal issues.']"
415,77,415_workers_workers value_value chain_chain,"['workers', 'workers value', 'value chain', 'chain', 'chain workers', 'value', 'working conditions', 'related workers', 'working entities', 'upstream', 'impacts workers', 'impacts', 'upstream value', 'conditions', 'workers working']","['Occupational Health & Safety Working Conditions Equal Treatment and Opportunities for All Management approach Positive impact Negative impact Medium-term Long-term Upstream value chain Downstream value chain Short-term Own operations •\u2009 Global Procurement department and Human Rights Office share responsibility for addressing impacts related to workers in the value chain •\u2009 Supplier Code of Conduct is part of contractual requirements for suppliers •\u2009 Expected standards are defined for suppliers on topics such as human rights, health and safety, working conditions, and environmental protection •\u2009 Global approach to identify, assess, and mitigate procurement-related ESG risks in our supply chain •\u2009 Impacts on workers in the value chain are assessed •\u2009 Channels are provided for workers in the value chain to raise grievances or concerns Assessment of Material Impacts, Risks and Opportunities A double materiality assessment identified material impacts, risks, and opportunities related to workers across our value chain. These impacts are regularly reviewed as part of our risk management process. We have assessed our potential impact on workers in the value chain as an indirect impact.', 'Own operations Yes Workers in the value chain - Occupational health and safety - Human rights Workers in the value chain relates to working conditions for workers in the value chain.', 'Working conditions Impacts Secure employment (-) Contribution to improper working conditions due to lack of safeguards by suppliers from abroad (+) Contributing to a secured livelihood of workers in the value chain through constant demand from wienerberger for the required resources (-) Contribution to job insecurity of workers in the value chain due to dependency on wienerberger as a customer Adequate wages (and housing) (+) Contribution to income security for workers in the value chain through entering into fair contractual conditions and thereby enabling adequate remuneration to ensure a decent standard of living Health and safety (-) Contribution to injuries or temporary and permanent damage to health or even death of workers in the value chain due to occupational accidents and occupational diseases (-) Contribution to long-term health effects among workers in the value chain due to working conditions that are harmful to health and contribute to air pollution (-) Urban mining operations can expose workers to various occupational health and safety hazards Equal treatment and opportunities for all Impacts Training and skills development (+) Promoting knowledge of the workforce in the value chain and strengthening their employability in the labour market The identified material impacts related to workers in our value chain originate in our business model as the upkeep of a stable and secure value chain is a crucial factor in our production process. They originate in the Group’s vision (“For the people, S2 - Workers in the Value Chain']"
416,77,416_commerzbank_loans_volume_volume sustainable,"['commerzbank', 'loans', 'volume', 'volume sustainable', 'promissory', 'commerz', 'fund', 'commerz real', 'private smallbusiness', 'smallbusiness customers', 'smallbusiness', 'sustainable', 'sustainable portfolio', 'sustainabilitylinked', 'syndicated']","['hausInvest Commerzbank calculates the total volume of the fund as the volume of sustainable products, minus the volume held in Commerzbank depositories, in order to avoid double counting with the securities advisory category.', '• By 2025, we will mobilise €300bn for sustainable financial products. These products represent our sustainable business volume, with €100bn attributable to the Private and SmallBusiness Customers segment and €200bn to the Corporate Clients segment. The goal of mobilising around €300bn by 2025 takes into account not only the provision of capital, but also funds that customers were able to obtain on the capital market with the help of Commerzbank, for example via sustainable bonds and sustainable loans. In the ESG framework, we disclose the criteria we use to classify financial products as sustainable and transparently describe the composition of the sustainable business volume. In view of factors such as the evolving EU Taxonomy, we will realign the volume target accordingly. We will also further expand the range of sustainable products offered in our business divisions (see “Taking climate-related risks into account in lending” and “Sustainable investments and capital market products”). Key figure: By the end of 2023, Commerzbank Aktiengesellschaft had mobilised €238bn for sustainable financial products, out of a target of €300bn by the end of 2025.', '• klimaVest Commerzbank calculates the total volume of the fund as the volume of sustainable products, minus the volume held in Commerzbank depositories, in order to avoid double counting with the securities advisory category • hausInvest Commerzbank calculates the total volume of the fund as the volume of sustainable products, minus the volume held in Commerzbank depositories, in order to avoid double counting with the securities advisory category • Commerz Real Renewable Energies Fund II SCA SICAV-RAIF2 Commerzbank counts the entire volume of the fund as part of the volume of sustainable products. Since this is a special fund for (semi-)professional investors in the form of a reserved alternative investment fund (RAIF) within the meaning of the Luxembourg law of 23 July 2016 on reserved alternative investment funds, the shares issued are not recorded electronically, which means that double counting with the securities advisory category can generally be ruled out.']"
